area_id,latitude,longitude
E02003771,52.23141,-0.26245
E02003772,52.22795,-0.28417
E02003773,52.21775,-0.26476
E02003774,52.2191,-0.29258
E02003775,52.31193,0.05229
E02003776,52.28712,0.12339
E02003777,52.28407,0.04389
E02003778,52.26961,0.19138
E02003780,52.24691,0.11038
E02003781,52.242,0.16158
E02003784,52.20204,0.00266
E02003785,52.18572,0.20906
E02003786,52.15064,0.14027
E02003787,52.15268,-0.16799
E02003788,52.14333,0.08732
E02003789,52.12441,0.17139
E02003790,52.10109,0.29054
E02003791,52.09761,0.15953
E02003792,52.08423,0.02201
E02003793,52.07962,-0.06272
E02003794,53.25695,-2.81606
E02003795,53.22638,-2.94768
E02003796,53.21181,-2.87452
E02003797,53.20867,-2.88907
E02003798,53.20919,-2.92138
E02003799,53.20196,-2.93012
E02003800,53.20452,-2.73433
E02003801,53.20082,-2.86017
E02003802,53.19648,-2.88237
E02003803,53.19538,-2.89836
E02003804,53.19316,-2.86494
E02003805,53.18387,-2.83145
E02003806,53.17859,-2.86026
E02003807,53.18041,-2.89189
E02003808,53.1731,-2.91776
E02003809,53.12931,-2.77006
E02003810,53.0448,-2.79174
E02003811,53.19998,-2.31021
E02003812,53.2004,-2.35845
E02003813,53.19018,-2.45034
E02003814,53.18143,-2.43992
E02003815,53.16657,-2.19667
E02003816,53.1663,-2.21286
E02003817,53.16476,-2.23601
E02003818,53.15528,-2.19257
E02003819,53.14896,-2.36869
E02003820,53.14245,-2.3896
E02003821,53.1408,-2.35874
E02003822,53.11446,-2.28772
E02003823,53.09741,-2.29949
E02003824,53.09565,-2.32158
E02003825,53.11662,-2.45734
E02003826,53.10869,-2.43635
E02003827,53.10521,-2.45364
E02003828,53.10437,-2.46754
E02003829,53.09945,-2.42313
E02003830,53.09675,-2.45051
E02003831,53.09922,-2.39419
E02003832,53.09061,-2.44522
E02003833,53.0901,-2.47033
E02003834,53.08441,-2.44208
E02003835,53.07872,-2.46529
E02003836,53.06968,-2.51401
E02003838,53.06385,-2.45239
E02003839,53.06377,-2.52511
E02003840,53.03106,-2.59205
E02003841,53.29454,-3.06542
E02003842,53.29136,-3.0043
E02003843,53.28817,-2.9309
E02003844,53.283,-3.05813
E02003845,53.28351,-2.90182
E02003846,53.28092,-2.93266
E02003847,53.27749,-2.94552
E02003848,53.27501,-2.9176
E02003849,53.27259,-2.88922
E02003850,53.27028,-2.9269
E02003851,53.26594,-2.90262
E02003852,53.26127,-2.91931
E02003853,53.35818,-2.03534
E02003854,53.34906,-2.12983
E02003855,53.34656,-2.11274
E02003856,53.34449,-2.21325
E02003857,53.33596,-2.2235
E02003858,53.32613,-2.23516
E02003859,53.31709,-2.35009
E02003860,53.31868,-2.24942
E02003861,53.30644,-2.36036
E02003862,53.29316,-2.14971
E02003863,53.29953,-2.37491
E02003864,53.3003,-2.23983
E02003865,53.29437,-2.10476
E02003866,53.27601,-2.12901
E02003867,53.26519,-2.15837
E02003868,53.26238,-2.11384
E02003869,53.26103,-2.14095
E02003870,53.2551,-2.1307
E02003871,53.25344,-2.15576
E02003872,53.23931,-2.13798
E02003873,53.24578,-2.12753
E02003874,53.29432,-2.71863
E02003875,53.2912,-2.55721
E02003876,53.27359,-2.54932
E02003877,53.26877,-2.75726
E02003878,53.26902,-2.46116
E02003879,53.26223,-2.52598
E02003880,53.26057,-2.5735
E02003881,53.25422,-2.5256
E02003882,53.25322,-2.49515
E02003883,53.24375,-2.53349
E02003884,53.23446,-2.59939
E02003885,53.22499,-2.51399
E02003886,53.19811,-2.50472
E02003887,53.19413,-2.54848
E02003888,53.19294,-2.53109
E02003889,53.1843,-2.54276
E02003890,53.18241,-2.5266
E02003891,53.16181,-2.66269
E02003892,50.51568,-4.22862
E02003893,50.49425,-4.46393
E02003894,50.50396,-4.31556
E02003895,50.45676,-4.4569
E02003896,50.45315,-4.46756
E02003897,50.41193,-4.23956
E02003898,50.41014,-4.31751
E02003899,50.40943,-4.22928
E02003900,50.40961,-4.21694
E02003901,50.3756,-4.5047
E02003902,50.37478,-4.20199
E02003903,50.35441,-4.21411
E02003904,50.35434,-4.45924
E02003905,50.34095,-5.03298
E02003906,50.34158,-5.14897
E02003907,50.29907,-5.20363
E02003908,50.26744,-5.04078
E02003909,50.26255,-5.08759
E02003910,50.2609,-5.05743
E02003911,50.23119,-5.08742
E02003912,50.26437,-4.95486
E02003913,50.20689,-5.11607
E02003914,50.16925,-5.10832
E02003915,50.15841,-5.08018
E02003916,50.15064,-5.06967
E02003917,50.14665,-5.08726
E02003918,50.24435,-5.26979
E02003919,50.23984,-5.22929
E02003920,50.23118,-5.22401
E02003921,50.22798,-5.18987
E02003922,50.2285,-5.26069
E02003923,50.21912,-5.29134
E02003924,50.21427,-5.30612
E02003925,50.20848,-5.28707
E02003926,50.16596,-5.24487
E02003927,50.15345,-5.12869
E02003928,50.10356,-5.26978
E02003929,50.09531,-5.32135
E02003930,50.02914,-5.20452
E02003931,50.82875,-4.53415
E02003932,50.8019,-4.50721
E02003933,50.64206,-4.72484
E02003934,50.63006,-4.65037
E02003935,50.63523,-4.35915
E02003936,50.59819,-4.40532
E02003937,50.55233,-4.85879
E02003938,50.52341,-4.96118
E02003939,50.51549,-4.83374
E02003940,50.50764,-4.72429
E02003941,50.46752,-4.71458
E02003942,50.46904,-4.73362
E02003943,50.20832,-5.48886
E02003944,50.18897,-5.4102
E02003945,50.18935,-5.46535
E02003946,50.14304,-5.42319
E02003947,50.13328,-5.56823
E02003948,50.12601,-5.54441
E02003949,50.12025,-5.53809
E02003950,50.1203,-5.68004
E02003951,50.1035,-5.55094
E02003952,50.41614,-5.04625
E02003953,50.41494,-4.94315
E02003954,50.41153,-5.09158
E02003955,50.40999,-5.07048
E02003956,50.40092,-4.84314
E02003957,50.38788,-4.76429
E02003958,50.35303,-4.86979
E02003959,50.35183,-4.71789
E02003960,50.35463,-4.68875
E02003961,50.34602,-4.76561
E02003962,50.34343,-4.79112
E02003963,50.33894,-4.77915
E02003964,50.28646,-4.80922
E02003965,54.82727,-3.17276
E02003966,54.82132,-3.09675
E02003967,54.76611,-3.32501
E02003968,54.71284,-3.48215
E02003969,54.70511,-3.49141
E02003970,54.6619,-3.40793
E02003971,54.66051,-3.35593
E02003972,54.65708,-3.53055
E02003973,54.6322,-3.55822
E02003974,54.63273,-3.54721
E02003975,54.63037,-3.52961
E02003976,54.60048,-3.13251
E02003977,54.18202,-3.20014
E02003978,54.15293,-3.17947
E02003979,54.13323,-3.212
E02003980,54.12609,-3.2305
E02003981,54.12338,-3.22084
E02003982,54.1168,-3.19179
E02003983,54.11364,-3.20923
E02003984,54.11301,-3.22312
E02003985,54.11164,-3.25689
E02003986,54.10218,-3.24699
E02003987,55.00837,-2.96164
E02003988,54.94386,-2.73186
E02003989,54.91352,-2.94654
E02003990,54.90959,-2.92259
E02003991,54.89273,-2.98424
E02003992,54.89329,-2.92459
E02003993,54.8944,-2.81793
E02003994,54.88915,-2.95233
E02003995,54.8876,-2.96535
E02003996,54.88328,-2.92913
E02003997,54.88103,-2.89999
E02003998,54.8753,-2.92721
E02003999,54.86761,-2.93397
E02004000,54.57851,-3.55809
E02004001,54.5477,-3.58381
E02004002,54.54273,-3.56716
E02004003,54.52499,-3.51224
E02004004,54.5297,-3.58529
E02004005,54.48519,-3.53512
E02004006,54.44468,-3.50725
E02004007,54.2113,-3.27462
E02004008,54.73999,-2.60697
E02004009,54.75539,-2.80957
E02004010,54.66298,-2.75286
E02004011,54.66621,-2.74304
E02004012,54.63645,-2.8434
E02004013,54.58965,-2.54329
E02004014,54.48197,-2.37066
E02004015,54.42896,-2.96206
E02004016,54.3719,-2.90098
E02004017,54.33541,-2.74105
E02004018,54.32653,-2.75073
E02004019,54.32354,-2.72736
E02004020,54.31342,-2.74061
E02004021,54.26638,-2.93807
E02004022,54.25688,-3.13751
E02004023,54.30021,-2.53186
E02004024,54.2607,-2.73702
E02004025,54.21322,-2.78092
E02004026,54.19422,-3.0894
E02004027,54.1851,-2.93044
E02004028,54.17921,-3.10175
E02004029,53.09681,-1.38128
E02004030,53.08579,-1.47664
E02004031,53.07862,-1.365
E02004032,53.07615,-1.38716
E02004033,53.05232,-1.38752
E02004034,53.04821,-1.41571
E02004035,53.04843,-1.47843
E02004036,53.04181,-1.39082
E02004037,53.03121,-1.46555
E02004038,53.02132,-1.47946
E02004039,53.02037,-1.45484
E02004040,53.01618,-1.36216
E02004041,53.01285,-1.34328
E02004043,53.00634,-1.426
E02004044,52.98272,-1.49667
E02004045,53.27674,-1.26832
E02004046,53.27702,-1.22303
E02004047,53.26453,-1.21538
E02004048,53.23528,-1.29782
E02004049,53.22377,-1.28538
E02004050,53.20636,-1.22257
E02004051,53.20102,-1.2184
E02004052,53.14038,-1.34266
E02004053,53.10514,-1.3405
E02004054,53.09642,-1.32678
E02004055,53.26999,-1.42041
E02004056,53.26781,-1.3435
E02004057,53.26373,-1.38876
E02004058,53.25839,-1.44578
E02004059,53.25503,-1.40355
E02004060,53.25253,-1.36867
E02004061,53.2491,-1.4351
E02004062,53.24726,-1.46452
E02004063,53.23795,-1.45268
E02004064,53.23612,-1.4351
E02004065,53.22555,-1.46032
E02004066,53.22364,-1.41085
E02004067,53.2222,-1.43368
E02004068,53.30647,-1.70187
E02004069,53.24944,-1.65827
E02004072,53.14477,-1.55429
E02004073,53.13233,-1.55548
E02004074,53.08145,-1.57444
E02004075,53.04542,-1.68922
E02004076,53.01103,-1.72704
E02004077,52.94821,-1.73568
E02004078,52.98967,-1.30952
E02004080,52.97055,-1.30444
E02004081,52.96902,-1.43718
E02004082,52.97057,-1.35844
E02004083,52.95987,-1.30025
E02004084,52.95795,-1.32455
E02004085,52.92396,-1.29457
E02004086,52.90868,-1.37408
E02004087,52.90912,-1.28817
E02004088,52.89722,-1.29587
E02004089,52.89761,-1.27117
E02004090,52.89636,-1.33386
E02004091,52.88922,-1.27278
E02004092,52.8854,-1.29473
E02004093,53.46453,-1.96813
E02004094,53.45473,-1.98066
E02004095,53.44167,-1.94775
E02004096,53.44045,-1.96545
E02004097,53.36737,-2.00102
E02004098,53.36805,-1.98546
E02004100,53.32624,-1.97846
E02004102,53.25987,-1.91264
E02004103,53.25626,-1.90058
E02004104,53.24679,-1.91549
E02004105,53.32068,-1.31732
E02004106,53.31046,-1.42819
E02004108,53.30355,-1.46502
E02004109,53.30062,-1.49971
E02004110,53.29758,-1.47529
E02004111,53.23246,-1.38109
E02004112,53.21385,-1.46128
E02004113,53.19044,-1.38203
E02004114,53.19337,-1.42738
E02004115,53.17562,-1.3887
E02004116,53.16515,-1.40889
E02004117,53.12911,-1.404
E02004118,52.88009,-1.66372
E02004119,52.87016,-1.62791
E02004120,52.87604,-1.51141
E02004121,52.86805,-1.39988
E02004122,52.83794,-1.54943
E02004123,52.82494,-1.43151
E02004124,52.7841,-1.55657
E02004125,52.78209,-1.5763
E02004126,52.77222,-1.56259
E02004128,52.74607,-1.59216
E02004129,50.84812,-3.15508
E02004130,50.79886,-3.18752
E02004131,50.79218,-3.19791
E02004132,50.78742,-3.2861
E02004133,50.78379,-2.99122
E02004135,50.74272,-3.05254
E02004136,50.74895,-3.28157
E02004137,50.71386,-3.16702
E02004138,50.71025,-3.07342
E02004139,50.69838,-3.23719
E02004140,50.6851,-3.24164
E02004141,50.68834,-3.3256
E02004142,50.66968,-3.43482
E02004143,50.63873,-3.38938
E02004144,50.6358,-3.4058
E02004145,50.63481,-3.32833
E02004146,50.62963,-3.39255
E02004147,50.62158,-3.41209
E02004148,50.62037,-3.39401
E02004149,50.73808,-3.52755
E02004150,50.7382,-3.50314
E02004151,50.73779,-3.47927
E02004152,50.73065,-3.52403
E02004153,50.72932,-3.55376
E02004154,50.72718,-3.50822
E02004155,50.72687,-3.49189
E02004156,50.72454,-3.53125
E02004157,50.71809,-3.51987
E02004158,50.71608,-3.54367
E02004159,50.71502,-3.4822
E02004160,50.71404,-3.55304
E02004161,50.71335,-3.50268
E02004162,50.7037,-3.53491
E02004163,50.6932,-3.47936
E02004164,50.96977,-3.49448
E02004165,50.91285,-3.47895
E02004166,50.91267,-3.27824
E02004167,50.90634,-3.47394
E02004168,50.90259,-3.49244
E02004169,50.89352,-3.3741
E02004170,50.85615,-3.39534
E02004171,50.82794,-3.43347
E02004172,50.81653,-3.8083
E02004173,50.81376,-3.68441
E02004174,50.79046,-3.65635
E02004175,51.20709,-4.11699
E02004176,51.20019,-4.02068
E02004177,51.20288,-4.1267
E02004178,51.13823,-4.17555
E02004179,51.10561,-4.16118
E02004180,51.09721,-4.00588
E02004181,51.08709,-4.05932
E02004182,51.08209,-4.05082
E02004183,51.07292,-4.07368
E02004184,51.07359,-4.04015
E02004185,51.06863,-4.13426
E02004186,51.06749,-4.08855
E02004187,51.01768,-3.83879
E02004188,50.95263,-3.76433
E02004189,50.43361,-4.09596
E02004190,50.42479,-3.83404
E02004191,50.4303,-3.68474
E02004192,50.40796,-3.62258
E02004193,50.38978,-3.92397
E02004194,50.39484,-3.73739
E02004195,50.35131,-3.59041
E02004196,50.34454,-3.91713
E02004197,50.32951,-4.06351
E02004198,50.28463,-3.77618
E02004199,50.27487,-3.6902
E02004200,50.24711,-3.80825
E02004201,50.70927,-3.61936
E02004202,50.67484,-3.49451
E02004203,50.64316,-3.73617
E02004204,50.59992,-3.61549
E02004205,50.58985,-3.46459
E02004206,50.5775,-3.47381
E02004207,50.57128,-3.67182
E02004208,50.55645,-3.50173
E02004209,50.55024,-3.59448
E02004210,50.54842,-3.50368
E02004211,50.55034,-3.54246
E02004212,50.53409,-3.62301
E02004213,50.53561,-3.63738
E02004214,50.52999,-3.60311
E02004215,50.52723,-3.61197
E02004216,50.52398,-3.58392
E02004217,50.51111,-3.76018
E02004218,50.50103,-3.57971
E02004219,50.49051,-3.63979
E02004220,51.04338,-4.2127
E02004221,51.03481,-4.21977
E02004222,51.01967,-4.21179
E02004223,51.01398,-4.2069
E02004224,50.98011,-4.33589
E02004225,50.95344,-4.13917
E02004226,50.90583,-4.03122
E02004227,50.8212,-4.36008
E02004228,50.80223,-4.24126
E02004229,50.79073,-4.00209
E02004230,50.7399,-3.99697
E02004231,50.68667,-3.87515
E02004232,50.63037,-4.21657
E02004233,50.54575,-4.14564
E02004234,50.51044,-4.09597
E02004235,50.48598,-4.14181
E02004236,50.75449,-1.77252
E02004237,50.74716,-1.79498
E02004238,50.7451,-1.69839
E02004239,50.74454,-1.72611
E02004240,50.7396,-1.75383
E02004241,50.73719,-1.7853
E02004242,50.73239,-1.74377
E02004243,50.9137,-1.86187
E02004244,50.87474,-1.86645
E02004245,50.87529,-1.88271
E02004246,50.8338,-1.8353
E02004247,50.83637,-2.00219
E02004248,50.82303,-1.88085
E02004249,50.80884,-1.96171
E02004250,50.80708,-1.88427
E02004251,50.80561,-1.92711
E02004252,50.79784,-1.97864
E02004253,50.79103,-1.89281
E02004254,50.77007,-2.01769
E02004255,51.03892,-2.28022
E02004256,51.03378,-2.26608
E02004257,51.00749,-2.18673
E02004258,50.93977,-2.31828
E02004259,50.92186,-2.2143
E02004260,50.8588,-2.14337
E02004261,50.86195,-2.15872
E02004262,50.82806,-2.28045
E02004263,50.75681,-2.08517
E02004264,50.73832,-2.03159
E02004265,50.69509,-2.11275
E02004266,50.68143,-2.2332
E02004267,50.63394,-2.05251
E02004268,50.60982,-1.96632
E02004269,50.94917,-2.52013
E02004270,50.91622,-2.55775
E02004271,50.81398,-2.73455
E02004272,50.75497,-2.45337
E02004273,50.73323,-2.93117
E02004274,50.73911,-2.75212
E02004275,50.73406,-2.74546
E02004276,50.72872,-2.7585
E02004278,50.70811,-2.43113
E02004279,50.68399,-2.37763
E02004280,50.6219,-2.4999
E02004281,50.64912,-2.45988
E02004282,50.63622,-2.4397
E02004283,50.62381,-2.47238
E02004284,50.61394,-2.45475
E02004285,50.61009,-2.47114
E02004286,50.59954,-2.46567
E02004287,50.59392,-2.47638
E02004288,50.56017,-2.44213
E02004289,50.54104,-2.44337
E02004290,54.88477,-1.60426
E02004291,54.87162,-1.61332
E02004292,54.86578,-1.5771
E02004293,54.85424,-1.58886
E02004294,54.84772,-1.58336
E02004295,54.84426,-1.5311
E02004296,54.82114,-1.62356
E02004297,54.89968,-1.73483
E02004298,54.87238,-1.84454
E02004299,54.87494,-1.69085
E02004300,54.86553,-1.74382
E02004301,54.86311,-1.68694
E02004302,54.86034,-1.71345
E02004303,54.85603,-1.83144
E02004304,54.84552,-1.81639
E02004305,54.84751,-1.85739
E02004306,54.8216,-1.73953
E02004307,54.79711,-1.67911
E02004308,54.80147,-1.56837
E02004309,54.79601,-1.58558
E02004310,54.78426,-1.63535
E02004311,54.78215,-1.49656
E02004312,54.78676,-1.52638
E02004313,54.77934,-1.54975
E02004314,54.77339,-1.57434
E02004315,54.76935,-1.59314
E02004316,54.77129,-1.69679
E02004317,54.7509,-1.6336
E02004318,54.7399,-1.52891
E02004319,54.71891,-1.50009
E02004320,54.84036,-1.36616
E02004321,54.83449,-1.33802
E02004322,54.83223,-1.36117
E02004323,54.81305,-1.395
E02004324,54.78771,-1.34202
E02004325,54.7672,-1.33287
E02004326,54.76252,-1.39211
E02004327,54.76262,-1.3152
E02004328,54.76403,-1.34858
E02004329,54.75062,-1.34733
E02004330,54.74752,-1.29175
E02004331,54.742,-1.4227
E02004332,54.73189,-1.37487
E02004333,54.70611,-1.59997
E02004334,54.6981,-1.42996
E02004335,54.70049,-1.58133
E02004336,54.69065,-1.54228
E02004337,54.69282,-1.61378
E02004338,54.66352,-1.55431
E02004339,54.65617,-1.45137
E02004340,54.63097,-1.64264
E02004341,54.63063,-1.58244
E02004342,54.62302,-1.58537
E02004343,54.62034,-1.5623
E02004344,54.61664,-1.57698
E02004345,54.6136,-1.78878
E02004348,54.73988,-1.98125
E02004349,54.71532,-1.7551
E02004350,54.71506,-1.74056
E02004351,54.70572,-1.68543
E02004352,54.65639,-1.65885
E02004353,54.65476,-1.68454
E02004354,54.6379,-1.71426
E02004355,54.64692,-1.68483
E02004356,50.80807,0.29607
E02004357,50.8049,0.27316
E02004358,50.8006,0.31259
E02004359,50.79839,0.27221
E02004361,50.78348,0.25313
E02004362,50.77925,0.29554
E02004363,50.77708,0.27606
E02004364,50.77431,0.26372
E02004365,50.7711,0.29178
E02004366,50.76588,0.28193
E02004367,50.75982,0.26919
E02004368,50.88398,0.5525
E02004369,50.87445,0.57711
E02004370,50.87637,0.54349
E02004371,50.87413,0.60939
E02004372,50.86937,0.59198
E02004373,50.86932,0.55372
E02004374,50.86434,0.5985
E02004375,50.86131,0.56301
E02004376,50.85884,0.58316
E02004377,50.85617,0.53955
E02004378,50.8542,0.56018
E02004379,50.96119,0.00225
E02004380,50.93511,-0.07698
E02004381,50.87751,0.00868
E02004382,50.89171,0.05996
E02004383,50.8728,-0.00292
E02004384,50.79969,-0.01803
E02004385,50.79865,-0.00138
E02004386,50.79255,0.05201
E02004387,50.79279,0.04209
E02004388,50.79164,0.01181
E02004389,50.78091,0.09955
E02004390,50.77711,0.12351
E02004391,50.77228,0.10427
E02004392,51.01759,0.45126
E02004393,50.98338,0.65234
E02004394,50.96339,0.45619
E02004395,50.94869,0.72765
E02004396,50.90505,0.61013
E02004397,50.91483,0.48615
E02004398,50.85445,0.47209
E02004399,50.84856,0.49342
E02004400,50.84587,0.43742
E02004401,50.84545,0.45571
E02004402,50.84063,0.47425
E02004403,51.09487,0.04145
E02004404,51.09013,0.2075
E02004405,51.05764,0.17163
E02004406,51.05329,0.15699
E02004407,51.05885,0.31825
E02004408,51.04689,0.17443
E02004409,51.03174,0.05244
E02004410,50.98957,0.14663
E02004411,50.97646,0.09942
E02004412,50.96662,0.2524
E02004413,50.953,0.25602
E02004414,50.96259,0.10178
E02004415,50.94316,0.12204
E02004416,50.89012,0.34057
E02004417,50.87245,0.25976
E02004418,50.86309,0.24845
E02004419,50.85901,0.26498
E02004420,50.87441,0.24344
E02004421,50.82194,0.24856
E02004422,50.81678,0.30739
E02004423,50.80808,0.24845
E02004424,51.64071,0.43149
E02004425,51.63693,0.40976
E02004426,51.62757,0.42752
E02004427,51.62145,0.41412
E02004428,51.61675,0.52555
E02004429,51.60972,0.5087
E02004430,51.60798,0.54179
E02004431,51.60406,0.52466
E02004432,51.60832,0.43364
E02004433,51.58414,0.43157
E02004434,51.57986,0.51276
E02004435,51.57867,0.48248
E02004436,51.57461,0.50106
E02004437,51.57698,0.41458
E02004438,51.57329,0.46865
E02004439,51.572,0.43026
E02004440,51.57073,0.4458
E02004441,51.56931,0.50977
E02004442,51.56496,0.48281
E02004443,51.56483,0.45844
E02004444,51.56482,0.41302
E02004445,51.56231,0.4913
E02004446,52.03219,0.51927
E02004447,52.00722,0.67868
E02004448,51.97708,0.59174
E02004449,51.94104,0.63415
E02004450,51.94516,0.47765
E02004451,51.93322,0.68564
E02004452,51.88929,0.57263
E02004453,51.88691,0.54816
E02004454,51.87927,0.55814
E02004455,51.87315,0.52995
E02004456,51.87097,0.5625
E02004457,51.86866,0.58964
E02004458,51.86088,0.53379
E02004459,51.85081,0.70097
E02004460,51.81332,0.63581
E02004461,51.80265,0.62289
E02004462,51.79567,0.6356
E02004463,51.77696,0.60165
E02004464,51.66953,0.29598
E02004465,51.66793,0.37799
E02004466,51.63278,0.3529
E02004467,51.62878,0.29379
E02004468,51.6295,0.33158
E02004469,51.62292,0.28218
E02004470,51.61538,0.29854
E02004471,51.60923,0.3093
E02004472,51.60383,0.34166
E02004473,51.5727,0.55641
E02004474,51.56958,0.5906
E02004475,51.56483,0.55243
E02004476,51.56049,0.57185
E02004477,51.55729,0.61568
E02004478,51.55559,0.60197
E02004479,51.55286,0.55619
E02004480,51.52906,0.58329
E02004481,51.52499,0.60467
E02004482,51.52433,0.5707
E02004483,51.51828,0.58359
E02004484,51.51731,0.60504
E02004485,51.78968,0.47828
E02004486,51.75723,0.46737
E02004487,51.75113,0.44217
E02004488,51.75538,0.49361
E02004489,51.75641,0.53595
E02004490,51.7487,0.45937
E02004491,51.74722,0.49658
E02004492,51.73603,0.49822
E02004493,51.73617,0.45593
E02004495,51.72938,0.42294
E02004496,51.7229,0.46964
E02004497,51.71913,0.50589
E02004498,51.71668,0.49042
E02004499,51.7157,0.4748
E02004500,51.70702,0.58281
E02004501,51.70022,0.47318
E02004502,51.65998,0.45793
E02004503,51.6481,0.61147
E02004504,51.63963,0.61365
E02004505,51.62844,0.53292
E02004506,51.94368,0.91752
E02004507,51.91405,0.919
E02004508,51.91206,0.84507
E02004512,51.8926,0.90057
E02004513,51.88767,0.93648
E02004514,51.8883,0.85841
E02004515,51.88313,0.79224
E02004516,51.88293,0.91296
E02004517,51.88356,0.83964
E02004518,51.88154,0.88752
E02004519,51.87908,0.86048
E02004520,51.86919,0.87684
E02004521,51.87034,0.92441
E02004522,51.86417,0.95942
E02004523,51.8644,0.90438
E02004524,51.83506,0.85061
E02004525,51.81253,0.74719
E02004526,51.77975,0.91973
E02004527,51.73103,0.16959
E02004528,51.73996,0.02038
E02004529,51.7163,0.25201
E02004530,51.70884,0.24343
E02004531,51.70324,0.11183
E02004532,51.69412,0.11306
E02004533,51.68922,0.02124
E02004534,51.68378,0.0129
E02004535,51.68505,0.00211
E02004536,51.66909,0.10035
E02004537,51.65457,0.08144
E02004538,51.65266,0.06539
E02004539,51.6424,0.06937
E02004540,51.64057,0.05037
E02004541,51.62647,0.04206
E02004542,51.61886,0.07797
E02004543,51.60928,0.0861
E02004544,51.78315,0.13955
E02004545,51.77535,0.11974
E02004546,51.77223,0.1055
E02004547,51.77335,0.08452
E02004548,51.76403,0.14176
E02004549,51.76011,0.11103
E02004550,51.75889,0.09301
E02004551,51.75843,0.1283
E02004552,51.75568,0.07321
E02004553,51.75034,0.10316
E02004554,51.74823,0.08343
E02004555,51.76867,0.80174
E02004556,51.77386,0.68365
E02004557,51.74267,0.69151
E02004558,51.72859,0.68045
E02004559,51.72184,0.67581
E02004560,51.66699,0.82997
E02004561,51.67388,0.73063
E02004562,51.63247,0.81563
E02004563,51.62231,0.61536
E02004564,51.60208,0.69175
E02004566,51.58816,0.71016
E02004567,51.5958,0.61027
E02004568,51.59497,0.59171
E02004569,51.58547,0.69975
E02004570,51.58476,0.60931
E02004571,51.58029,0.62291
E02004572,51.5537,0.80044
E02004573,51.93814,1.28106
E02004574,51.93505,1.25805
E02004575,51.94054,1.06485
E02004576,51.9273,1.23889
E02004577,51.89846,0.99303
E02004578,51.84719,1.26455
E02004579,51.84248,1.14128
E02004580,51.8421,1.23796
E02004581,51.84533,1.03275
E02004582,51.8125,1.16101
E02004583,51.81088,1.02675
E02004584,51.80431,1.18915
E02004585,51.80529,1.13725
E02004586,51.79824,1.16101
E02004587,51.79809,1.1313
E02004588,51.79262,1.15213
E02004589,51.78974,1.14148
E02004590,51.78285,1.11053
E02004591,52.03046,0.2472
E02004592,52.01912,0.24688
E02004593,51.98596,0.1984
E02004594,51.95996,0.34353
E02004595,51.90674,0.19927
E02004596,51.87095,0.27491
E02004597,51.87374,0.35845
E02004598,51.86164,0.41519
E02004599,51.82146,0.222
E02004600,51.91617,-2.08899
E02004601,51.91352,-2.05202
E02004602,51.91063,-2.11909
E02004603,51.90773,-2.07859
E02004604,51.90721,-2.11028
E02004605,51.90523,-2.05427
E02004606,51.90261,-2.09777
E02004607,51.90173,-2.06638
E02004608,51.8958,-2.08132
E02004609,51.89419,-2.12229
E02004610,51.88948,-2.09106
E02004611,51.88739,-2.0502
E02004612,51.88441,-2.11115
E02004613,51.88311,-2.06555
E02004614,51.87969,-2.07943
E02004615,52.05357,-1.77734
E02004616,51.9849,-1.69906
E02004617,51.88867,-1.75264
E02004618,51.82058,-1.98313
E02004619,51.7636,-1.83066
E02004620,51.71905,-1.95559
E02004621,51.71399,-1.96639
E02004622,51.7057,-1.96689
E02004623,51.70695,-1.76731
E02004624,51.67205,-1.93603
E02004625,51.64297,-2.16098
E02004626,51.92782,-2.35329
E02004627,51.9299,-2.40593
E02004628,51.85656,-2.51624
E02004629,51.82042,-2.4994
E02004630,51.81376,-2.44339
E02004631,51.8125,-2.61452
E02004632,51.79502,-2.6116
E02004633,51.75427,-2.56672
E02004634,51.72695,-2.52625
E02004635,51.64626,-2.65996
E02004636,51.87878,-2.2148
E02004637,51.87125,-2.23544
E02004638,51.87021,-2.21263
E02004639,51.8612,-2.24933
E02004640,51.85811,-2.23455
E02004641,51.85667,-2.19122
E02004642,51.85161,-2.21149
E02004643,51.85114,-2.23767
E02004644,51.84794,-2.25193
E02004645,51.84349,-2.19922
E02004646,51.84078,-2.2206
E02004647,51.83336,-2.24758
E02004648,51.83082,-2.26006
E02004649,51.82959,-2.28493
E02004650,51.82158,-2.27087
E02004651,51.81361,-2.27852
E02004652,51.77889,-2.17842
E02004653,51.76183,-2.34069
E02004654,51.74794,-2.24616
E02004655,51.74861,-2.28308
E02004656,51.74615,-2.20929
E02004657,51.73475,-2.22415
E02004658,51.72914,-2.15951
E02004659,51.72743,-2.2806
E02004660,51.70817,-2.1954
E02004661,51.69805,-2.36652
E02004662,51.69403,-2.45843
E02004663,51.6966,-2.22814
E02004664,51.68115,-2.35164
E02004665,51.63625,-2.35112
E02004666,51.99687,-2.12531
E02004667,51.99398,-2.15323
E02004668,51.96194,-1.96816
E02004669,51.9497,-2.1082
E02004671,51.88863,-2.25164
E02004672,51.88551,-2.18479
E02004673,51.87421,-2.13525
E02004674,51.84542,-2.16277
E02004675,51.35397,-1.14858
E02004676,51.34972,-1.12914
E02004677,51.3522,-1.366
E02004678,51.33155,-1.23321
E02004679,51.32277,-1.05692
E02004680,51.29675,-1.05275
E02004681,51.28407,-1.08548
E02004682,51.27957,-1.06038
E02004683,51.27361,-1.08986
